time	V(n002)	I(C1)
4.935146420262754e+00	4.964053e+00	3.594669e-06
4.940029232762754e+00	4.964229e+00	3.577160e-06
4.944912045262754e+00	4.964403e+00	3.559735e-06
4.949794857762754e+00	4.964576e+00	3.542396e-06
4.954677670262754e+00	4.964748e+00	3.525142e-06
4.959560482762754e+00	4.964921e+00	3.507971e-06
4.964443295262754e+00	4.965091e+00	3.490884e-06
4.969326107762754e+00	4.965261e+00	3.473880e-06
4.974208920262754e+00	4.965430e+00	3.456959e-06
4.979091732762754e+00	4.965599e+00	3.440121e-06
4.983974545262754e+00	4.965766e+00	3.423364e-06
4.988857357762754e+00	4.965933e+00	3.406689e-06
4.993740170262754e+00	4.966099e+00	3.390095e-06
4.998622982762754e+00	4.966264e+00	3.373582e-06
5.000000000000000e+00	4.966311e+00	3.368940e-06
